targetName	canonicalName	previousNames	nation	tier	type	attribute	oldValue	newValue	version	notes	trend	shipStatus	tags	sourceSheet
Закрытое тестирование 25.8 — изменения тестовых кораблей	Закрытое тестирование 25.8 — изменения тестовых кораблей					Дальность стрельбы ГК	12	12	25.8	官方公告：https://blog.korabli.su/blog/628	neutral	unknown		Korabli #628
Закрытое тестирование 25.8 — изменения тестовых кораблей	Закрытое тестирование 25.8 — изменения тестовых кораблей					Время перезарядки орудий ГК	28,6	24 с	25.8	官方公告：https://blog.korabli.su/blog/628	buff	unknown		Korabli #628
Закрытое тестирование 25.8 — изменения тестовых кораблей	Закрытое тестирование 25.8 — изменения тестовых кораблей					Минимальный интервал между залпами	3	4 с	25.8	官方公告：https://blog.korabli.su/blog/628	adjustment	unknown		Korabli #628
Закрытое тестирование 25.8 — изменения тестовых кораблей	Закрытое тестирование 25.8 — изменения тестовых кораблей					Время перезарядки орудий ГК	24	25 с	25.8	官方公告：https://blog.korabli.su/blog/628	nerf	unknown		Korabli #628
Закрытое тестирование 25.8 — изменения тестовых кораблей	Закрытое тестирование 25.8 — изменения тестовых кораблей					Время перезарядки орудий ГК	14,5	13,5 с	25.8	官方公告：https://blog.korabli.su/blog/628	buff	unknown		Korabli #628
Закрытое тестирование 25.4 — изменения тестовых кораблей	Закрытое тестирование 25.4 — изменения тестовых кораблей					Дальность хода торпед	10	9 км	25.4	官方公告：https://blog.korabli.su/blog/600	nerf	unknown		Korabli #600
Закрытое тестирование 25.4 — изменения тестовых кораблей	Закрытое тестирование 25.4 — изменения тестовых кораблей					Дальность стрельбы орудий ГК	16,4	17,0 км;	25.4	官方公告：https://blog.korabli.su/blog/600	buff	unknown		Korabli #600
Закрытое тестирование 25.4 — изменения тестовых кораблей	Закрытое тестирование 25.4 — изменения тестовых кораблей					Изменены параметры серии залпов: интервал между залпами	2	1,5 с;	25.4	官方公告：https://blog.korabli.su/blog/600	adjustment	unknown		Korabli #600
Закрытое тестирование 25.4 — изменения тестовых кораблей	Закрытое тестирование 25.4 — изменения тестовых кораблей					время полной перезарядки орудий ГК	30	27 с	25.4	官方公告：https://blog.korabli.su/blog/600	buff	unknown		Korabli #600
Закрытое тестирование 25.4 — изменения тестовых кораблей	Закрытое тестирование 25.4 — изменения тестовых кораблей					Параметр сигма орудий ГК	2,05	2,15;	25.4	官方公告：https://blog.korabli.su/blog/600	adjustment	unknown		Korabli #600
Закрытое тестирование 25.4 — изменения тестовых кораблей	Закрытое тестирование 25.4 — изменения тестовых кораблей					Количество полученного в цитадель урона, восстанавливаемого «Ремонтной командой»,	33	50%	25.4	官方公告：https://blog.korabli.su/blog/600	buff	unknown		Korabli #600
Закрытое тестирование 25.4 — изменения тестовых кораблей	Закрытое тестирование 25.4 — изменения тестовых кораблей					Заметность с кораблей	4,4	5,5 км	25.4	官方公告：https://blog.korabli.su/blog/597	nerf	unknown		Korabli #597
Закрытое тестирование 25.4 — изменения тестовых кораблей	Закрытое тестирование 25.4 — изменения тестовых кораблей					Заметность с кораблей	4,6	5,7 км	25.4	官方公告：https://blog.korabli.su/blog/597	nerf	unknown		Korabli #597
Закрытое тестирование 25.4 — изменения тестовых кораблей	Закрытое тестирование 25.4 — изменения тестовых кораблей					Заметность с кораблей	5,2	5,9 км	25.4	官方公告：https://blog.korabli.su/blog/597	nerf	unknown		Korabli #597
Закрытое тестирование — изменения тестовых кораблей	Закрытое тестирование — изменения тестовых кораблей					Боеспособность штурмовиков	1450	1550 ед	2024.11	官方公告：https://blog.korabli.su/blog/577	buff	unknown		Korabli #577
Закрытое тестирование — изменения тестовых кораблей	Закрытое тестирование — изменения тестовых кораблей					Размер эллипса разброса штурмовиков в начале атаки уменьшен на треть	—	—	2024.11	官方公告：https://blog.korabli.su/blog/577	adjustment	unknown		Korabli #577
Закрытое тестирование — изменения тестовых кораблей	Закрытое тестирование — изменения тестовых кораблей					Боеспособность бомбардировщиков	1650	1800 ед	2024.11	官方公告：https://blog.korabli.su/blog/577	buff	unknown		Korabli #577
Закрытое тестирование — изменения тестовых кораблей	Закрытое тестирование — изменения тестовых кораблей					Максимальный урон ОФ-бомбы	8300	7400	2024.11	官方公告：https://blog.korabli.su/blog/577	nerf	unknown		Korabli #577
Закрытое тестирование 13.10 — Чёрная пятница, новая Верфь, изменения модернизаций, новые сезоны Ранговых и Клановых боёв, новые карты c HD-текстурами и другое	Закрытое тестирование 13.10 — Чёрная пятница, новая Верфь, изменения модернизаций, новые сезоны Ранговых и Клановых боёв, новые карты c HD-текстурами и другое					Получаемый при таране урон уменьшен на 97%	—	—	13.10	官方公告：https://blog.korabli.su/blog/570	adjustment	unknown		Korabli #570
Закрытое тестирование 13.10 — Чёрная пятница, новая Верфь, изменения модернизаций, новые сезоны Ранговых и Клановых боёв, новые карты c HD-текстурами и другое	Закрытое тестирование 13.10 — Чёрная пятница, новая Верфь, изменения модернизаций, новые сезоны Ранговых и Клановых боёв, новые карты c HD-текстурами и другое					Получаемый при таране урон уменьшен на 99%	—	—	13.10	官方公告：https://blog.korabli.su/blog/570	adjustment	unknown		Korabli #570
Закрытое тестирование 13.10 — Чёрная пятница, новая Верфь, изменения модернизаций, новые сезоны Ранговых и Клановых боёв, новые карты c HD-текстурами и другое	Закрытое тестирование 13.10 — Чёрная пятница, новая Верфь, изменения модернизаций, новые сезоны Ранговых и Клановых боёв, новые карты c HD-текстурами и другое					Обновлён внешний вид составов команд, доступных во время боя. Это изменение коснётся всех типов боёв, а не только Тренировочного. В режиме наблюдателя составы команд отражают боеспособность конкретных кораблей, а также суммарную боеспособность команд	—	—	13.10	官方公告：https://blog.korabli.su/blog/570	adjustment	unknown		Korabli #570
Изменения модернизаций — новая информация	Изменения модернизаций — новая информация					Модернизации для суперкораблей добавлены в отдельный, 7 слот, доступный только суперкораблям	—	—	2024.09	官方公告：https://blog.korabli.su/blog/561	adjustment	unknown		Korabli #561
Изменения модернизаций — новая информация	Изменения модернизаций — новая информация					Сделаны анонсированные изначально изменения модернизаций в 1 слоте (как стандартных, так и «угольных» модернизаций)	—	—	2024.09	官方公告：https://blog.korabli.su/blog/561	adjustment	unknown		Korabli #561
Изменения модернизаций — новая информация	Изменения модернизаций — новая информация					Величины бонусов к урону ПВО у модернизаций	процентных	абсолютные (в соответствии с изначальным анонсом)	2024.09	官方公告：https://blog.korabli.su/blog/561	adjustment	unknown		Korabli #561
